软件名称,软件版本,依赖软件数,开发商,官网地址
libpng,1.6.37,1,libpng,http://www.libpng.org/pub/png/libpng.html
libpqxx,7.4.2,0,UC Berkeley University,http://pqxx.org/development/libpqxx/
libpsl,0.21.1,0,rockdaboot,https://github.com/rockdaboot/libpsl/
libqb,1.0.6,0,ClusterLabs,http://clusterlabs.github.io/libqb/
libqrencode,4.1.1,0,NA,http://fukuchi.org/works/qrencode/
librdkafka,v1.8.2,2,edenhill,https://github.com/edenhill/librdkafka
librosa,0.8.0,0,librosa,https://github.com/librosa/librosa
libseccomp,2.5.3,0,The libseccomp Project,https://github.com/seccomp/libseccomp
Libsmb2,v4.0.0,0,Ronnie Sahlberg,https://github.com/sahlberg/libsmb2
Libsndfile,1.0.31,0,erikd,https://github.com/libsndfile/libsndfile
libsodium,1.0.18-stable,0,jedisct1,https://libsodium.org
libsoup,2.71.0,0,GNOME,https://wiki.gnome.org/action/show/Projects/libsoup?action=show&redirect=LibSoup
libsrtp,2.4.2,0,cisco,https://github.com/cisco/libsrtp
libssh,0.9.6,0,libssh,https://www.libssh.org/
libssh2,libssh2-1.10.0,0,libssh2,http://www.libssh2.org/
libstrophe,0.10.1,0,Jack Moffitt,http://strophe.im/libstrophe
libsvm,3.25,0,Chih-Jen Lin,http://www.csie.ntu.edu.tw/~cjlin/libsvm/
LibTIFF - TIFF Library and Utilities,4.2.0,0,Sam Leffler,http://www.libtiff.org/
libtirpc,1.3.1,0,Bull GNU/Linux NFSv4 project,https://sourceforge.net/projects/libtirpc/
libtommath,v1.2.0,0,libtom,https://www.libtom.net/LibTomMath/
libtpms,v0.9.1,0,Stefan Berger,https://github.com/stefanberger/libtpms
libubox,f2d6752901f2f2d8612fb43e10061570c9198af1,0,openwrt,https://openwrt.org/docs/techref/libubox
Libunwind,1.6.2,0,savannah.nongnu,http://www.nongnu.org/libunwind/
libusb,1.0.24,0,libusb,https://libusb.info/
libusual/libusual,4927766bcf9b9eb0b6785e77b1c0255fdf248eb1,0,Modern C Environment,https://github.com/libusual/libusual
libuv,1.44.1,0,libuv,https://github.com/libuv/libuv
libva,2.14.0,7,Intel Corporation,https://01.org/linuxmedia
libvirt,6.2.0,0,libvirt,http://libvirt.org/index.html
libvirt-python,6.2.0,0,libvirt,http://libvirt.org/index.html
libvma,9.2.2,0,Mellanox,https://www.mellanox.com/products/software/accelerator-software/vma?mtag=vma
libvorbis,1.3.7,0,Xiph.Org,http://www.vorbis.com/
libwebsockets,4.3.1,0,warmcat,https://libwebsockets.org
libxcrypt,4.4.28,0,debian,http://packages.qa.debian.org/libxcrypt#project
libxlsxwriter,1.0.0,0,John McNamara,https://libxlsxwriter.github.io/index.html
libxml2,2.9.13,1,xmlsoft,http://xmlsoft.org/
libxslt,v1.1.35,0,GNOME,https://gitlab.gnome.org/GNOME/libxslt
LibYAML,0.2.5,0,pyyaml,http://pyyaml.org/wiki/LibYAML
libyang,1.0.240,1,CESNET,https://github.com/CESNET/libyang
libyuv-android,12.0.0_r84 r1732,0,Google Inc.,https://android.googlesource.com/platform/external/libyuv/
libzbc,5.8.5,0,Western Digital,https://github.com/westerndigitalcorporation/libzbc
libzmq,v4.3.4,0,The ZeroMQ project,http://www.zeromq.org
lightgbm,3.1.1,0,Microsoft,https://lightgbm.readthedocs.io/en/latest/
Linaro GCC,7.5,0,linaro,https://www.linaro.org/
linebender/druid,0.7.0,12,linebender,https://linebender.org/druid/
Linux DiskQuota,4.06,2,Linux,http://sourceforge.net/projects/linuxquota/
Linux IPv6 Router Advertisement Daemon - radvd,2.19,0,radvd-project / radvd,http://www.litech.org/radvd/
Linux Kernel,5.10,0,Linux,https://kernel.org/
linuxkit,0.8,1,linuxkit,https://github.com/linuxkit/linuxkit
linuxptp,2.0,0,linuxptp,http://linuxptp.sourceforge.net/
LiquiBASE,4.8.0,31,Nathan Voxland,https://www.liquibase.org/
liteos,5.0.0,0,Huawei LiteOS,https://www.huawei.com/minisite/liteos/cn/index.html
littlefs,V2.4,0,github,https://github.com/littlefs-project/littlefs
lldpd,1.0.13,1,vincentbernat,https://lldpd.github.io/
LLVM,8.0.1,0,LLVM¿ª·¢ÍÅ¶Ó,https://llvm.org/
LLVM,12.0.1,0,LLVM¿ª·¢ÍÅ¶Ó,https://llvm.org/
LLVM,10.0.1,1,LLVM¿ª·¢ÍÅ¶Ó,https://llvm.org/
llvm-mingw,20210423,3,mstorsjo,https://github.com/mstorsjo/llvm-mingw
localForage,1.9.0,2,localForage,https://localforage.github.io/localForage
lodash,4.17.21,0,lodash,https://lodash.com/
log,0.4.14,1,NA,https://github.com/rust-lang/log
log4cplus,2.0.6,0,log4cplus,https://github.com/log4cplus/log4cplus.git
log4js-node,6.4.0,10,log4js-node,https://github.com/log4js-node/log4js-node
Logback,1.2.9,2,qos-ch,http://logback.qos.ch
logback-android,v_2.0.0,0,tony19,http://tony19.github.io/logback-android/
Logrotate,3.18.1,2,logrotate,https://github.com/logrotate/logrotate
logrus,v1.8.0,5,sirupsen,https://github.com/sirupsen/logrus
logstash-logback-encoder,7.1.1,0,logfellow,https://github.com/logfellow/logstash-logback-encoder
logstash-oss,7.17.2,0,elastic,https://www.elastic.co/cn/downloads/logstash-oss
logstash-oss,7.12.0,0,elastic,https://www.elastic.co/cn/downloads/logstash-oss
loguru,0.5.3,73,Delgan,https://github.com/Delgan/loguru
lombok,1.18.22,0,rzwitserloot,http://projectlombok.org
lottie-android,3.4.1,0,airbnb,http://airbnb.io/lottie/
lottie-ios,3.3.0,0,aribnb,https://github.com/airbnb/lottie-ios
lottie-ios,3.1.9,0,aribnb,https://github.com/airbnb/lottie-ios
lottie-react-native,4.0.2,8,React Native Community,https://github.com/react-native-community/lottie-react-native
lottie-web,5.7.14,0,Airbnb,https://airbnb.io/projects/lottie-web/
lowdb,2.1.0,0,typicode,http://github.com/typicode/lowdb/
lsp4intellij,0.94.2,0,ballerina-platform,https://github.com/ballerina-platform/lsp4intellij
ltp,20220121,0,linux-test-project,https://github.com/linux-test-project/ltp
Lua,5.3.6,0,PUC-Rio,http://www.lua.org/
lua-cjson,2.1.0.8,0,OpenResty Inc.,https://github.com/openresty/lua-cjson
lua-nginx-module,0.10.15,0,openresty,https://github.com/openresty/lua-nginx-module
lua-resty-balancer,0.04,0,Open Resty,https://github.com/openresty/lua-resty-balancer
lua-resty-http,0.16.1,0,ledgetech,https://github.com/ledgetech/lua-resty-http
luajit2,v2.1-20201229,0,Openresty,https://github.com/openresty/luajit2@http://luajit.org/luajit.html
luarocks,v3.7.0,0,luarocks,https://luarocks.org/
LuaSQL,2.6.0,0,The Kepler Project,http://keplerproject.github.io/luasql/
lucenenet,4.8.0,4,apache,http://lucenenet.apache.org/
LVM2,2.03.14,1,Redhat,https://sourceware.org/lvm2/
lwip,2.1.3,0,lwip-tcpip,http://savannah.nongnu.org/projects/lwip/
lwjgl3,3.3.1,0,LWJGL,https://www.lwjgl.org/
lxc,4.0.3,3,linuxcontainers,https://linuxcontainers.org/
lxml,4.9.1,1,lxml,https://lxml.de/
lxml,4.8.0,3,lxml,https://lxml.de/
lz4,1.9.3,0,pierrec,https://github.com/lz4/lz4
lz4-java,1.8.0,0,lz4,https://github.com/lz4/lz4-java
Maitree,8caddd11cb0ef6e80a2018624663dcda3944038e,0,Cadson Demak,https://cadsondemak.github.io/maitree
makeself,2.4.5,0,megastep,https://makeself.io
Mantle,2.2.0,0,Mantle,https://github.com/Mantle/Mantle
mapbox-gl-draw,v1.3.0,15,Mapbox,https://github.com/mapbox/mapbox-gl-draw
mapbox-gl-js,1.13.2,28,mapbox,https://www.mapbox.com/mapbox-gljs
mapbox-gl-language,1.0.0,0,Mapbox,https://github.com/mapbox/mapbox-gl-language/
mapdb,3.0.8,6,jankotek,http://www.mapdb.org
Mapper,4.2.0,14,abel533,https://mybatis.io/
MapServer,7.6.3,11,Open Source Geospatial Foundation,http://www.mapserver.org/
mapstruct,1.4.2.Final,0,mapstruct.org,https://mapstruct.org/
MariaDB Java Client,2.7.2,0,MariaDB ÉçÇø,https://mariadb.com/kb/en/mariadb-connector-j/
marked,4.0.10,0,marked team,https://marked.js.org/
markupsafe,2.0.1,0,NA,https://palletsprojects.com/p/markupsafe/
mars,1.3.0,0,Tencent,https://opensource.tencent.com/
masstree,v0.9.0,0,kohler,https://github.com/kohler/masstree-beta
Matomo,4.3.1,0,matomo-org,https://matomo.org
matplotlib,3.5.1,9,matplotlib,https://matplotlib.org
mavoneditor,2.10.4,3,HinesZhu,http://www.mavoneditor.com/
maxGraph,v4.2.2,0,maxGraph,https://github.com/maxGraph/maxGraph
mbassador,1.3.0,0,bennidi,https://github.com/bennidi/mbassador
mbed TLS,3.1.0,0,ARMmbed,https://tls.mbed.org/
MBProgressHUD,1.2.0,0,jdg,https://github.com/jdg/MBProgressHUD
mdn-polyfills,5.20.0,0,msn0,https://msn0.github.io/mdn-polyfills
memcached,1.6.13,0,memcached,http://memcached.org/
memoizee,0.4.15,13,medikoo,https://github.com/medikoo/memoizee
Mesa3D - MesaLib,20.2.6,0,mesa,https://www.mesa3d.org/
Mesher,1.7.0,15,servicecomb-mesher,https://github.com/apache/servicecomb-mesher
meson,0.57.1,0,The Meson Build System,https://mesonbuild.com/
Metadata Extractor,2.17.0,1,Drew Noakes,https://drewnoakes.com/code/exif/
metrics,v4.1.29,30,Dropwizard,https://metrics.dropwizard.io/
Micrometer Metrics,1.8.3,4,micrometer-metrics,https://micrometer.io/
Microsoft/GSL,4.0.0,0,Microsoft,https://github.com/Microsoft/GSL
microversion-parse,1.0.1,1,OpenStack,https://opendev.org/openstack/microversion-parse
milvus-sdk-java,1.1.0,33,Milvus,https://github.com/milvus-io/milvus-sdk-java
mimalloc,v2.0.6,0,microsoft,https://github.com/microsoft/mimalloc
MindArmour,1.3.0,0,Huawei,https://www.mindspore.cn/
MindSpore,1.5.1,38,»ªÎª,https://www.mindspore.cn/
mingw-w64,v10.0.0,0,mingw-w64,http://mingw-w64.org/
mingw-w64,7.0.0,0,mingw-w64,http://mingw-w64.org/
Mini-XML,3.2,0,michaelrsweet,http://www.minixml.org/index.php
minimp3,v1.0.1,0,¸öÈË,https://github.com/JianpengLi1993/minimp3
minimp4,v1.0.0,0,lieff,https://github.com/JianpengLi1993/minimp4
Minio Client,RELEASE.2021-04-22T17-40-00Z,30,minio,http://www.minio.org.cn
Minio Server,RELEASE.2021-03-17T02-33-02Z,61,Minio,https://www.minio.io/
minio-java,8.1.0,14,MinIO,https://www.minio.io/
minio-py,5.0.10,6,Minio,https://minio.io/
miniupnp,miniupnpc_2_2_2,0,Thomas Bernard,http://miniupnp.free.fr/
miniz,2.1.0,0,richgel999,https://github.com/richgel999/miniz/releases
mistral,14.0.0,158,openstack,https://launchpad.net/mistral
mitt,3.0.0,0,developit,https://github.com/developit/mitt
MJExtension,3.4.1,0,CoderMJLee,https://github.com/CoderMJLee/MJExtension
MJRefresh,3.7.5,0,CoderMJLee,https://github.com/CoderMJLee/MJRefresh
mksh,R59c,0,The MirOS Project,https://www.mirbsd.org/mksh.htm
mmkv,1.2.11,0,Tencent,https://github.com/Tencent/MMKV
mmkv-static,1.2.10,1,tencent,https://github.com/Tencent/MMKV
MNN,1.1.0,0,Alibaba,https://github.com/alibaba/MNN/
mobx,6.1.8,0,mobxjs,https://mobx.js.org/
mobx-react,7.0.0,1,mobxjs,https://mobx.js.org/react-integration.html
moby,v19.03.15,155,"Docker, Inc.",https://github.com/moby/moby
modelmapper,2.4.5,10,modelmapper,http://modelmapper.org
ModSecurity,v2.9.5,0,SpiderLabs,https://www.modsecurity.org
mod_wsgi,4.9.0,0,GrahamDumpleton,https://github.com/GrahamDumpleton/mod_wsgi
moment-timezone,0.5.33,1,moment.js,http://momentjs.com/timezone; https://github.com/moment/moment-timezone;
moment.js,2.29.4,0,moment.js,http://momentjs.com
moment.js,2.29.2,0,moment.js,http://momentjs.com
monaco-editor,0.30.1,26,microsoft,https://microsoft.github.io/monaco-editor/
Mondrian,9.1.0.1-R,9,pentaho,http://sourceforge.net/projects/mondrian/;http://mondrian.pentaho.com/
mongo-c-driver,1.18.0,0,mongodb,http://mongoc.org/
MongoDB Java Driver,4.4.2,15,MongoDB,http://www.mongodb.org
mongodb/mongo-go-driver,1.7.4,96,mongodb,http://www.mongodb.com/
Monit,5.31.0,0,S¨¦bastien Arnaud,http://mmonit.com/monit/
MooseFS,3.0.116,0,moosefs,http://www.moosefs.org/
moquette-mqtt,0.14,28,andsel,https://moquette-io.github.io/moquette/
more-itertools,8.4.0,0,more-itertools,https://github.com/erikrose/more-itertools
mosquitto,v2.0.14,0,Eclipse Foundation,http://mosquitto.org/
Mozilla Rhino: JavaScript for Java,1.7.14,0,mozilla,http://www.mozilla.org/rhino/
MP4v2,4.1.3,0,google,https://github.com/TechSmith/mp4v2
MPAndroidChart,3.1.0,1,PhilJay,https://github.com/PhilJay/MPAndroidChart
mpc,1.2.1,0,MPC,http://www.multiprecision.org/
mpmath,1.2.1,0,fredrik-johansson,http://www.mpmath.org/
msgpack-c,cpp-4.0.0,0,msgpack,https://msgpack.org/
mssql-jdbc,v9.4.0,0,Microsoft,https://github.com/Microsoft/mssql-jdbc
msys2-installer,2021-06-04,0,msys2,https://www.msys2.org/
mtd-utils,2.1.2,2,David Woodhouse,http://www.linux-mtd.infradead.org/
mtdev,1.1.6,0,Multitouch X Driver,https://bitmath.org/code/mtdev/
Mule Kernel,4.4.0,0,MuleSoft,http://www.mulesoft.org/;
multer,1.4.4,28,expressjs,https://github.com/expressjs/multer
multus-cni,v3.7.1,189,k8snetworkplumbingwg,https://github.com/k8snetworkplumbingwg/multus-cni
muParser - A fast math parser library,2.3.3-1,0,beltoforion,https://beltoforion.de/en/muparser/
musl,1.2.0,0,musl libc,https://musl.libc.org
mustache.java,0.9.10,19,spullara,http://github.com/spullara/mustache.java
MVEL,2.4.12.Final,0,mvel,http://mvel.documentnode.com/
myanmar-tools,1.2.0,0,google,https://github.com/google/myanmar-tools/
mybatis,3.5.9,0,mybatis,http://mybatis.org/
mybatis-plus,3.4.2,31,baomidou,https://baomidou.com/
mybatis-spring,2.0.7,0,mybatis,http://mybatis.github.io/spring/zh/
Mybatis-spring-boot-starter,2.1.4,23,mybatis,https://github.com/mybatis/spring-boot-starter
mynewt-nimble,1.4.0,0,Apache,http://mynewt.apache.org/
MySQL Connector/J,8.0.29,1,Oracle,http://www.mysql.com/
MySQL Connector/J,8.0.25,1,Oracle,http://www.mysql.com/
MySQL Database Server,8.0.29,0,oracle,http://www.mysql.com/
nanoflann,v1.4.2,0,jlblancoc,https://github.com/jlblancoc/nanoflann
Nanopb,0.4.5,0,nanopb,https://jpa.kapsi.fi/nanopb ; https://github.com/nanopb/nanopb ;
nats-io/java-nats,2.8.0,1,nats-io,https://github.com/nats-io/nats.java
nats-io/nats.go,v1.10.0,11,CNCF,https://github.com/nats-io/nats.go
nats-server,v2.7.4,36,nats-io,https://nats.io/
NAudio,V2.0.0,0,NAudio,https://github.com/naudio/NAudio
ncnn,20200727,0,Tencent,https://github.com/Tencent/ncnn
ncurses,6.2,0,GNU,https://invisible-island.net/ncurses/
neditor,v2.1.19,0,Notadd,https://github.com/notadd/neditor
Neo4j Community Edition,3.5.30,0,"Neo4j, Inc.",https://neo4j.com/
net-snmp,5.9.1,0,net-snmp,http://www.net-snmp.org/
netbase,6.1,0,ubuntu,https://launchpad.net/ubuntu/+source/netbase
NetBeans,13,7,apache,https://netbeans.org/
Netifaces,0.11.0,0,Alastair Houghton,https://alastairs-place.net/projects/netifaces/
netlink,v1.1.0,2,vishvananda,https://github.com/vishvananda/netlink
Netty,4.1.73.Final,58,netty,https://netty.io/
netty-reactive-streams,2.0.6,3,Play Framework,https://github.com/playframework/netty-reactive-streams
netty-socketio,1.7.18,3,mrniko,https://github.com/mrniko/netty-socketio
netty-tcnative,2.0.46.Final,0,netty,https://github.com/netty/netty-tcnative/
networking-generic-switch,2.1.0,176,openstack,https://opendev.org/openstack/networking-generic-switch
networkx,2.6.3,0,networkx,https://networkx.github.io/
neutron,15.0.2,166,openstack,https://opendev.org/openstack/neutron
neutron-fwaas,15.0.1,169,openstack,https://opendev.org/openstack/neutron-fwaas
neutron-lib,1.29.2,114,openstack,https://opendev.org/openstack/neutron-lib
neutron-vpnaas,15.0.0,166,openstack,https://opendev.org/openstack/neutron-vpnaas
Newlib,3.3.0,0,corinna,http://sourceware.org/newlib/
Newtonsoft.Json,13.0.1,0,JamesNK,https://www.newtonsoft.com/json
nexus,3.38.1,0,Sonatype,https://www.sonatype.com/products/repository-oss
nfc_hidlimpl,NFC_AR_00_E800_12.10.00_OpnSrc,0,NXP Semiconductors,https://github.com/NXPNFCProject/nfcandroid_nfc_hidlimpl/
NFS-Utils,2.5.4,3,Steve Dickson,http://linux-nfs.org/
nftables,1.0.0,3,nftables project team,https://www.netfilter.org/
ng-select,5.0.15,0,ng-select,https://github.com/ng-select/ng-select
ng-zorro-antd,10.1.1,8,NG-ZORRO team,http://ng.ant.design/
nghttp2,1.43.0,0,nghttp2,https://nghttp2.org
nginx,release-1.20.1,0,nginx,http://nginx.org/
nginx-http-flv-module,1.2.9,7,winshining,https://github.com/winshining/nginx-http-flv-module
nginx-upload-module,2.3.0,0,vkholodkov,https://www.nginx.com/resources/wiki/modules/upload/
nginx_upstream_check_module,e85752f0b9bd848f7917e02275da4013566f34d8,0,yaoweibin,https://github.com/yaoweibin/nginx_upstream_check_module
ngx-echarts,5.2.1,0,xieziyu,https://github.com/xieziyu/ngx-echarts
ngx-translate/core,13.0.0,5,NGX-Translate,http://www.ngx-translate.com/
ngx-ueditor,10.0.0,3,cipchk,https://github.com/cipchk/ngx-ueditor
ngx_devel_kit,0.3.1,0,Vision5,https://github.com/simpl/ngx_devel_kit
ngx_http_proxy_connect_module,v0.0.2,0,chobits,https://github.com/chobits/ngx_http_proxy_connect_module
Nimbus JOSE + JWT,9.21,1,Connect2id Ltd.,http://connect2id.com/products/nimbus-jose-jwt
NIM_Duilib_Framework,v1.0.0,0,NetEase Yunxin,https://github.com/netease-im/NIM_Duilib_Framework
ninja,1.10.1,0,ninja-build,https://ninja-build.org/
nlohmann/json,3.9.1,0,nlohmann,https://github.com/nlohmann/json
nmoinvaz/minizip,2.9.2,0,nmoinvaz,https://github.com/zlib-ng/minizip-ng
nng,1.5.2,0,Nanomsg Project,https://github.com/nanomsg/nng
noah-vega,1.8.3,0,huawei-noah,https://github.com/huawei-noah/vega
Node Problem Detector,v0.8.4,451,Kubernetes,https://kubernetes.io/
node-addon-api,4.3.0,0,nodejs,https://github.com/nodejs/node-addon-api
node-driver-registrar,v2.0.1,346,kubernetes-csi,https://github.com/kubernetes-csi/node-driver-registrar
node-fetch,2.6.7,3,Node Fetch,https://github.com/bitinn/node-fetch
node-forge,1.3.0,0,digitalbazaar,https://www.digitalbazaar.com/
node-java,0.12.2,17,Joe Ferner,http://joeferner.github.io/
node-jdbc,0.7.6,48,CraZySacX,https://github.com/CraZySacX/node-jdbc
node-qrcode,1.5.0,0,soldair,https://github.com/soldair/node-qrcode
node-red-contrib-modbus,5.14.1,98,BiancoRoyal,https://github.com/BiancoRoyal/node-red-contrib-modbus
node-redis,4.0.6,1,redis,https://redis.js.org/
node-sass,7.0.1,0,sass,https://github.com/sass/node-sass/
node-schedule,2.1.0,13,node-schedul,https://github.com/node-schedule/node-schedule
node-semver,7.3.6,0,isaacs,https://github.com/npm/node-semver
node-serialport,10.4.0,12,serialport,https://serialport.io
node-sqlite3,v5.0.2,2,TryGhost,https://github.com/TryGhost/node-sqlite3
Node.js,14.19.1,187,nodejs,http://www.nodejs.org/
node_exporter,1.2.2,0,Prometheus,https://prometheus.io/
Noto Fonts,v20201206-phase3,0,googlefonts,https://www.google.com/get/noto/
noto-cjk,20201206-cjk,0,googlefonts,https://www.google.com/get/noto/help/cjk/
nova,20.1.1,184,openstack,https://opendev.org/openstack/nova
noVNC,1.3.0,0,noVNC,https://novnc.com/
nsd,4.4.0,0,NLnetLabs,http://www.nlnetlabs.nl/projects/nsd/
nsimd,v2.2,0,Agenium Scale,https://github.com/agenium-scale/nsimd
NSIS,3.0.8,7,https://nsis.sourceforge.io/Main_Page,https://nsis.sourceforge.io/Download
NSQ,1.2.1,18,nsqio,https://nsq.io/
NTFS-3G Read/Write Driver,2022.5.17,0,Tuxera,https://www.tuxera.com/company/open-source/
NTFS-3G Read/Write Driver,2021.8.22,0,Tuxera,https://www.tuxera.com/company/open-source/
NTP - The Network Time Protocol,4.2.8p15,0,Network Time Foundation,http://www.ntp.org/
num-traits,num-traits-0.2.14,0,rust-num,https://github.com/rust-num/num-traits
numactl,2.0.14,0,Andi Kleen,https://github.com/numactl/numactl
numpy,v1.22.3,0,numpy,https://www.numpy.org
num_cpus,v1.13.1,1,seanmonstar,https://github.com/seanmonstar/num_cpus
NuttX,10.2.0,0,PX4,https://nuttx.apache.org
nv-codec-headers,11.1.5.1,0,FFmpeg,http://git.videolan.org/?p=ffmpeg/nv-codec-headers.git;a=summary
nv-websocket-client,2.14,0,TakahikoKawasaki,https://github.com/TakahikoKawasaki/nv-websocket-client
nvme-cli,1.16,0,linux-nvme,https://github.com/linux-nvme/nvme-cli
nyoka,5.2.0,1,SoftwareAG,https://github.com/softwareag/nyoka
oauthenticator,14.2.0,56,jupyter.org,https://github.com/jupyterhub/oauthenticator
oauthlib,3.1.1,0,idan,https://github.com/idan/oauthlib
Objenesis,3.2,0,easymock,http://objenesis.org/
OCFS2 Tools,1.8.7,1,markfasheh,https://github.com/markfasheh/ocfs2-tools
ogenGauss-PL/pgSQL Debugger,3.0,0,opengauss,https://gitee.com/opengauss/openGauss-third_party/tree/master/gpl_dependency/pldebugger
OGNL,3.2.21,1,Apache Software Foundation,http://commons.apache.org/proper/commons-ognl/index.html
ohos-build,0.4.2,4,openharmony,https://gitee.com/openharmony/build_lite
okhttp,4.9.3,15,square,https://square.github.io/okhttp/
okhttps,3.4.1,2,okhttps,https://github.com/ejlchina/okhttps
okio,2.10.0,2,square,https://square.github.io/okio/
ol3-google-maps,1.7.1,0,Mapgears,http://mapgears.github.io/ol3-google-maps/
olingo-odata4,4.8.0,0,Apache,https://github.com/apache/olingo-odata4
omniORB,4.2.5,0,dgrisby,http://omniorb.sourceforge.net/
omniORBpy,4.2.5,0,dgrisby,http://omniorb.sourceforge.net/index.html
once_cell,v1.10.0,0,matklad,https://github.com/matklad/once_cell
oneAPI DPC++ Compiler,2021-12,3,Intel,https://github.com/intel/llvm
